Year,County,Category,PerUnit,Species,AvgPrice,MinPrice,MaxPrice,NumReports
2003,cumberland,sawlogs,MBF,Other Hardwood,65,50,100,4
2003,cumberland,sawlogs,MBF,Red Oak,357,35,680,66
2003,cumberland,sawlogs,MBF,Red Pine,59,20,95,16
2003,cumberland,sawlogs,MBF,Red/White Maple,110,35,340,33
2003,cumberland,sawlogs,MBF,Spruce & Fir,111,35,145,26
2003,cumberland,sawlogs,MBF,Sugar Maple,211,44,514,23
2003,cumberland,sawlogs,MBF,White Birch,94,40,150,38
2003,cumberland,sawlogs,MBF,White Oak,184,45,550,15
2003,cumberland,sawlogs,MBF,White Pine,175,45,420,89
2003,cumberland,sawlogs,MBF,Yellow Birch,120,20,236,27
2003,cumberland,veneer,MBF,Red Oak,690,250,1150,32
2003,cumberland,veneer,MBF,White Birch,443,290,890,5
2003,cumberland,veneer,MBF,Yellow Birch,781,475,1350,4
2003,franklin,boltwood,cord,Sugar Maple,34,33,50,5
2003,franklin,boltwood,cord,White Birch,50,30,80,23
2003,franklin,pulpwood,cord,Aspen/Poplar,14,6,26,19
2003,franklin,pulpwood,cord,Hemlock,11,8,15,12
2003,franklin,pulpwood,cord,Mixed Hardwood,9,3,25,35
2003,franklin,pulpwood,cord,Mixed Softwoods,11,6,16,5
2003,franklin,pulpwood,cord,Spruce & Fir,14,5,25,27
2003,franklin,pulpwood,cord,White Pine,10,5,20,21
2003,franklin,sawlogs,MBF,Ash,116,25,240,20
2003,franklin,sawlogs,MBF,Aspen/Poplar,68,20,155,12
2003,franklin,sawlogs,MBF,Hemlock,43,35,80,6
2003,franklin,sawlogs,MBF,Mixed Hardwood,230,65,250,9
2003,franklin,sawlogs,MBF,Other Hardwood,81,25,100,4
2003,franklin,sawlogs,MBF,Red Oak,370,50,550,16
2003,franklin,sawlogs,MBF,Red/White Maple,124,25,283,26
2003,franklin,sawlogs,MBF,Spruce & Fir,111,35,185,23
2003,franklin,sawlogs,MBF,Sugar Maple,145,25,1100,37
2003,franklin,sawlogs,MBF,White Birch,119,70,375,13
2003,franklin,sawlogs,MBF,White Pine,144,50,350,40
2003,franklin,sawlogs,MBF,Yellow Birch,132,25,250,15
2003,franklin,veneer,MBF,Aspen/Poplar,70,60,80,4
2003,franklin,veneer,MBF,Red Oak,688,175,1100,11
2003,franklin,veneer,MBF,Sugar Maple,578,225,825,6
2003,franklin,veneer,MBF,White Birch,296,125,600,6
2003,hancock,boltwood,cord,White Birch,54,18,87,7
2003,hancock,pulpwood,cord,Aspen/Poplar,16,6,25,9
2003,hancock,pulpwood,cord,Cedar,13,6,26,9
2003,hancock,pulpwood,cord,Hemlock,13,7,17,14
2003,hancock,pulpwood,cord,Mixed Hardwood,16,7,25,25
2003,hancock,pulpwood,cord,Spruce & Fir,16,7,40,65
2003,hancock,pulpwood,cord,White Pine,2,2,10,5
2003,hancock,sawlogs,MBF,Ash,138,60,156,6
2003,hancock,sawlogs,MBF,Hemlock,60,25,83,9
2003,hancock,sawlogs,MBF,Mixed Hardwood,127,50,175,11
2003,hancock,sawlogs,MBF,Red Oak,185,50,327,7
2003,hancock,sawlogs,MBF,Red/White Maple,142,50,176,7
2003,hancock,sawlogs,MBF,Spruce & Fir,110,45,182,55
2003,hancock,sawlogs,MBF,Sugar Maple,246,45,351,6
2003,hancock,sawlogs,MBF,White Birch,106,50,200,13
2003,hancock,sawlogs,MBF,White Pine,137,20,201,32
2003,hancock,sawlogs,MBF,Yellow Birch,233,48,248,7
2003,hancock,veneer,MBF,Yellow Birch,751,360,798,4
2003,kennebec,boltwood,cord,White Birch,49,45,70,12
2003,kennebec,pulpwood,cord,Aspen/Poplar,11,6,22,27
2003,kennebec,pulpwood,cord,Hemlock,10,2,15,41
2003,kennebec,pulpwood,cord,Mixed Hardwood,9,1,30,48
2003,kennebec,pulpwood,cord,Mixed Soft/Hard Wood,8,8,12,4
2003,kennebec,pulpwood,cord,Mixed Softwoods,7,6,10,8
2003,kennebec,pulpwood,cord,Red Pine,8,7,9,4
2003,kennebec,pulpwood,cord,Spruce & Fir,18,12,25,21
2003,kennebec,pulpwood,cord,White Pine,7,1,30,60
2003,kennebec,sawlogs,MBF,Ash,131,25,212,31
2003,kennebec,sawlogs,MBF,Aspen/Poplar,61,5,70,6
2003,kennebec,sawlogs,MBF,Beech,25,25,25,4
2003,kennebec,sawlogs,MBF,Hemlock,71,30,105,33
2003,kennebec,sawlogs,MBF,Mixed Hardwood,227,75,511,16
2003,kennebec,sawlogs,MBF,Other Hardwood,56,25,100,4
2003,kennebec,sawlogs,MBF,Red Oak,283,35,800,62
2003,kennebec,sawlogs,MBF,Red Pine,133,44,175,4
2003,kennebec,sawlogs,MBF,Red/White Maple,68,25,160,18
2003,kennebec,sawlogs,MBF,Spruce & Fir,112,35,200,22
2003,kennebec,sawlogs,MBF,Sugar Maple,203,30,475,21
2003,kennebec,sawlogs,MBF,White Birch,112,20,285,28
2003,kennebec,sawlogs,MBF,White Oak,280,215,375,4
2003,kennebec,sawlogs,MBF,White Pine,159,45,350,92
2003,kennebec,sawlogs,MBF,Yellow Birch,137,25,285,17
2003,kennebec,veneer,MBF,Red Oak,698,200,969,29
2003,kennebec,veneer,MBF,Sugar Maple,758,525,857,6
2003,knox,pulpwood,cord,Aspen/Poplar,13,10,20,10
2003,knox,pulpwood,cord,Hemlock,7,4,12,12
2003,knox,pulpwood,cord,Mixed Hardwood,8,4,17,21
2003,knox,pulpwood,cord,Spruce & Fir,15,4,20,17
2003,knox,pulpwood,cord,White Pine,6,3,10,20
2003,knox,sawlogs,MBF,Hemlock,45,40,60,11
2003,knox,sawlogs,MBF,Mixed Hardwood,218,50,291,4
2003,knox,sawlogs,MBF,Red Oak,231,100,460,13
2003,knox,sawlogs,MBF,Spruce & Fir,95,70,120,17
2003,knox,sawlogs,MBF,White Birch,117,40,175,7
2003,knox,sawlogs,MBF,White Pine,133,40,250,28
2003,knox,veneer,MBF,Red Oak,279,232,507,6
2003,lincoln,pulpwood,cord,Aspen/Poplar,10,5,15,15
2003,lincoln,pulpwood,cord,Hemlock,7,5,16,14
2003,lincoln,pulpwood,cord,Mixed Hardwood,8,4,15,18
2003,lincoln,pulpwood,cord,Mixed Softwoods,4,1,10,4
2003,lincoln,pulpwood,cord,Spruce & Fir,11,5,25,28
2003,lincoln,pulpwood,cord,White Pine,6,3,11,33
2003,lincoln,sawlogs,MBF,Ash,159,50,200,4
2003,lincoln,sawlogs,MBF,Aspen/Poplar,51,30,81,8
2003,lincoln,sawlogs,MBF,Hemlock,61,30,101,15
2003,lincoln,sawlogs,MBF,Red Oak,283,189,402,17
2003,lincoln,sawlogs,MBF,Red Pine,138,35,155,6
2003,lincoln,sawlogs,MBF,Red/White Maple,64,50,104,11
2003,lincoln,sawlogs,MBF,Spruce & Fir,100,60,125,22
2003,lincoln,sawlogs,MBF,Sugar Maple,138,50,329,4
2003,lincoln,sawlogs,MBF,White Birch,107,59,350,14
2003,lincoln,sawlogs,MBF,White Pine,158,67,250,44
2003,lincoln,sawlogs,MBF,Yellow Birch,98,80,150,4
2003,lincoln,veneer,MBF,Red Oak,587,460,828,7
2003,oxford,boltwood,cord,White Birch,46,33,58,12
2003,oxford,pulpwood,cord,Aspen/Poplar,11,4,24,21
2003,oxford,pulpwood,cord,Hemlock,14,5,24,40
2003,oxford,pulpwood,cord,Mixed Hardwood,10,4,21,77
2003,oxford,pulpwood,cord,Mixed Softwoods,8,3,15,10
2003,oxford,pulpwood,cord,Spruce & Fir,19,4,25,26
2003,oxford,pulpwood,cord,White Pine,5,2,18,63
2003,oxford,sawlogs,MBF,Ash,147,30,250,18
2003,oxford,sawlogs,MBF,Aspen/Poplar,38,20,100,14
2003,oxford,sawlogs,MBF,Beech,87,35,160,8
2003,oxford,sawlogs,MBF,Hemlock,57,25,140,35
2003,oxford,sawlogs,MBF,Mixed Hardwood,247,20,549,26
2003,oxford,sawlogs,MBF,Mixed Softwoods,55,35,150,4
2003,oxford,sawlogs,MBF,Red Oak,307,30,800,37
2003,oxford,sawlogs,MBF,Red Pine,85,25,135,15
2003,oxford,sawlogs,MBF,Red/White Maple,94,40,227,32
2003,oxford,sawlogs,MBF,Spruce & Fir,122,50,165,37
2003,oxford,sawlogs,MBF,Sugar Maple,255,50,625,22
2003,oxford,sawlogs,MBF,White Birch,135,36,216,32
2003,oxford,sawlogs,MBF,White Pine,191,30,360,75
2003,oxford,sawlogs,MBF,Yellow Birch,159,56,250,21
2003,oxford,veneer,MBF,Aspen/Poplar,65,15,125,7
2003,oxford,veneer,MBF,Red Oak,683,160,994,15
2003,oxford,veneer,MBF,Sugar Maple,549,400,900,4
2003,oxford,veneer,MBF,White Birch,269,185,600,9
2003,oxford,veneer,MBF,Yellow Birch,381,285,600,10
2003,penobscot,boltwood,cord,Cedar,26,20,50,6
2003,penobscot,boltwood,cord,White Birch,88,40,100,18
2003,penobscot,boltwood,cord,Yellow Birch,70,25,75,7
2003,penobscot,pulpwood,cord,Aspen/Poplar,6,4,27,55
2003,penobscot,pulpwood,cord,Cedar,19,7,26,21
2003,penobscot,pulpwood,cord,Hemlock,15,1,28,66
2003,penobscot,pulpwood,cord,Mixed Hardwood,13,4,40,98
2003,penobscot,pulpwood,cord,Mixed Soft/Hard Wood,15,5,21,4
2003,penobscot,pulpwood,cord,Spruce & Fir,9,1,50,100
2003,penobscot,pulpwood,cord,White Pine,4,1,13,42
2003,penobscot,sawlogs,MBF,Ash,156,60,194,37
2003,penobscot,sawlogs,MBF,Aspen/Poplar,61,25,80,30
2003,penobscot,sawlogs,MBF,Beech,92,45,114,16
2003,penobscot,sawlogs,MBF,Hemlock,64,25,100,38
2003,penobscot,sawlogs,MBF,Mixed Hardwood,90,30,200,16
2003,penobscot,sawlogs,MBF,Other Hardwood,184,30,469,16
2003,penobscot,sawlogs,MBF,Red Oak,270,75,383,11
2003,penobscot,sawlogs,MBF,Red Pine,73,40,120,12
2003,penobscot,sawlogs,MBF,Red/White Maple,139,45,200,37
2003,penobscot,sawlogs,MBF,Spruce & Fir,128,55,188,65
2003,penobscot,sawlogs,MBF,Sugar Maple,300,50,410,40
2003,penobscot,sawlogs,MBF,White Birch,142,60,261,38
2003,penobscot,sawlogs,MBF,White Pine,169,35,247,84
2003,penobscot,sawlogs,MBF,Yellow Birch,247,50,470,38
2003,penobscot,veneer,MBF,Aspen/Poplar,108,60,149,24
2003,penobscot,veneer,MBF,Red/White Maple,262,70,350,8
2003,penobscot,veneer,MBF,Sugar Maple,749,225,1207,19
2003,penobscot,veneer,MBF,White Birch,549,200,660,17
2003,penobscot,veneer,MBF,Yellow Birch,546,250,1208,21
2003,piscataquis,boltwood,cord,White Birch,63,32,125,10
2003,piscataquis,pulpwood,cord,Aspen/Poplar,17,2,29,37
2003,piscataquis,pulpwood,cord,Cedar,22,12,24,4
2003,piscataquis,pulpwood,cord,Hemlock,13,6,20,24
2003,piscataquis,pulpwood,cord,Mixed Hardwood,14,4,26,64
2003,piscataquis,pulpwood,cord,Mixed Soft/Hard Wood,26,9,33,4
2003,piscataquis,pulpwood,cord,Spruce & Fir,25,3,34,51
2003,piscataquis,pulpwood,cord,White Pine,6,2,10,19
2003,piscataquis,sawlogs,MBF,Ash,137,85,200,23
2003,piscataquis,sawlogs,MBF,Aspen/Poplar,41,30,76,13
2003,piscataquis,sawlogs,MBF,Beech,49,30,87,8
2003,piscataquis,sawlogs,MBF,Cedar,98,15,100,15
2003,piscataquis,sawlogs,MBF,Hemlock,45,23,89,8
2003,piscataquis,sawlogs,MBF,Mixed Hardwood,130,60,159,19
2003,piscataquis,sawlogs,MBF,Red/White Maple,139,40,220,26
2003,piscataquis,sawlogs,MBF,Spruce & Fir,129,50,196,53
2003,piscataquis,sawlogs,MBF,Sugar Maple,325,73,630,29
2003,piscataquis,sawlogs,MBF,White Birch,169,80,296,20
2003,piscataquis,sawlogs,MBF,White Pine,154,23,325,34
2003,piscataquis,sawlogs,MBF,Yellow Birch,241,73,313,29
2003,piscataquis,veneer,MBF,Aspen/Poplar,94,60,125,15
2003,piscataquis,veneer,MBF,Red/White Maple,314,205,430,4
2003,piscataquis,veneer,MBF,Sugar Maple,821,470,2480,13
2003,piscataquis,veneer,MBF,White Birch,481,117,683,16
2003,piscataquis,veneer,MBF,Yellow Birch,879,296,1021,18
2003,sagadahoc,pulpwood,cord,Hemlock,8,4,12,6
2003,sagadahoc,pulpwood,cord,Mixed Hardwood,8,5,12,5
2003,sagadahoc,pulpwood,cord,White Pine,6,3,8,17
2003,sagadahoc,sawlogs,MBF,Hemlock,55,30,80,11
2003,sagadahoc,sawlogs,MBF,Red Oak,308,120,520,12
2003,sagadahoc,sawlogs,MBF,Red/White Maple,92,85,150,4
2003,sagadahoc,sawlogs,MBF,Spruce & Fir,72,55,150,6
2003,sagadahoc,sawlogs,MBF,White Birch,122,25,140,4
2003,sagadahoc,sawlogs,MBF,White Oak,247,25,450,6
2003,sagadahoc,sawlogs,MBF,White Pine,129,50,218,23
2003,somerset,boltwood,cord,Cedar,32,30,33,4
2003,somerset,boltwood,cord,White Birch,67,30,78,13
2003,somerset,pulpwood,cord,Aspen/Poplar,17,7,38,33
2003,somerset,pulpwood,cord,Hemlock,14,2,34,27
2003,somerset,pulpwood,cord,Mixed Hardwood,18,3,35,69
2003,somerset,pulpwood,cord,Mixed Softwoods,18,2,28,7
2003,somerset,pulpwood,cord,Spruce & Fir,20,2,37,50
2003,somerset,pulpwood,cord,White Pine,8,2,14,30
2003,somerset,sawlogs,MBF,Ash,144,35,300,34
2003,somerset,sawlogs,MBF,Aspen/Poplar,76,35,125,18
2003,somerset,sawlogs,MBF,Beech,97,66,116,8
2003,somerset,sawlogs,MBF,Hemlock,59,35,100,14
2003,somerset,sawlogs,MBF,Mixed Hardwood,223,4,285,17
2003,somerset,sawlogs,MBF,Mixed Softwoods,64,12,108,4
2003,somerset,sawlogs,MBF,Other Hardwood,206,22,267,10
2003,somerset,sawlogs,MBF,Red Oak,250,35,353,10
2003,somerset,sawlogs,MBF,Red Pine,100,40,120,4
2003,somerset,sawlogs,MBF,Red/White Maple,92,40,136,35
2003,somerset,sawlogs,MBF,Spruce & Fir,157,35,171,42
2003,somerset,sawlogs,MBF,Sugar Maple,299,75,475,38
2003,somerset,sawlogs,MBF,White Birch,134,25,225,32
2003,somerset,sawlogs,MBF,White Pine,136,45,273,53
2003,somerset,sawlogs,MBF,Yellow Birch,209,25,425,35
2003,somerset,veneer,MBF,Aspen/Poplar,58,50,110,7
2003,somerset,veneer,MBF,Mixed Hardwood,605,148,752,11
2003,somerset,veneer,MBF,Sugar Maple,473,225,1554,9
2003,somerset,veneer,MBF,White Birch,270,196,600,9
2003,somerset,veneer,MBF,Yellow Birch,938,200,1230,20
2003,waldo,boltwood,cord,White Birch,53,35,80,5
2003,waldo,pulpwood,cord,Aspen/Poplar,8,6,15,20
2003,waldo,pulpwood,cord,Cedar,27,20,30,4
2003,waldo,pulpwood,cord,Hemlock,9,2,15,18
2003,waldo,pulpwood,cord,Mixed Hardwood,9,5,23,38
2003,waldo,pulpwood,cord,Mixed Softwoods,17,5,25,6
2003,waldo,pulpwood,cord,Spruce & Fir,19,5,30,45
2003,waldo,pulpwood,cord,White Pine,12,2,20,28
2003,waldo,sawlogs,MBF,Ash,138,50,193,9
2003,waldo,sawlogs,MBF,Aspen/Poplar,43,30,100,9
2003,waldo,sawlogs,MBF,Hemlock,59,11,85,9
2003,waldo,sawlogs,MBF,Mixed Hardwood,176,10,370,15
2003,waldo,sawlogs,MBF,Red Oak,216,100,380,11
2003,waldo,sawlogs,MBF,Red/White Maple,102,48,165,5
2003,waldo,sawlogs,MBF,Spruce & Fir,105,70,200,31
2003,waldo,sawlogs,MBF,Sugar Maple,243,120,370,8
2003,waldo,sawlogs,MBF,White Birch,122,100,170,9
2003,waldo,sawlogs,MBF,White Pine,155,28,305,47
2003,washington,boltwood,cord,White Birch,64,30,80,4
2003,washington,pulpwood,cord,Aspen/Poplar,7,4,19,17
2003,washington,pulpwood,cord,Cedar,22,8,26,12
2003,washington,pulpwood,cord,Hemlock,16,8,16,10
2003,washington,pulpwood,cord,Mixed Hardwood,5,3,25,29
2003,washington,pulpwood,cord,Spruce & Fir,22,9,40,37
2003,washington,pulpwood,cord,White Pine,9,1,10,13
2003,washington,sawlogs,MBF,Ash,150,60,175,6
2003,washington,sawlogs,MBF,Aspen/Poplar,68,40,70,4
2003,washington,sawlogs,MBF,Hemlock,60,50,75,5
2003,washington,sawlogs,MBF,Mixed Hardwood,57,50,125,4
2003,washington,sawlogs,MBF,Other Hardwood,136,40,210,6
2003,washington,sawlogs,MBF,Red Oak,126,111,250,5
2003,washington,sawlogs,MBF,Red Pine,80,70,100,6
2003,washington,sawlogs,MBF,Red/White Maple,105,40,250,9
2003,washington,sawlogs,MBF,Spruce & Fir,131,70,150,19
2003,washington,sawlogs,MBF,Sugar Maple,263,250,300,5
2003,washington,sawlogs,MBF,White Birch,148,90,200,12
2003,washington,sawlogs,MBF,White Pine,155,80,206,20
2003,washington,sawlogs,MBF,Yellow Birch,180,25,200,9
2003,washington,veneer,MBF,Aspen/Poplar,270,125,375,4
2003,washington,veneer,MBF,Red Oak,362,200,664,5
2003,washington,veneer,MBF,Red/White Maple,150,40,175,6
2003,washington,veneer,MBF,Sugar Maple,477,340,868,5
2003,washington,veneer,MBF,White Birch,369,350,735,4
2003,washington,veneer,MBF,Yellow Birch,563,350,1000,4
2003,york,pulpwood,cord,Aspen/Poplar,11,4,16,4
2003,york,pulpwood,cord,Hemlock,7,2,17,27
2003,york,pulpwood,cord,Mixed Hardwood,9,3,26,51
2003,york,pulpwood,cord,Mixed Softwoods,3,2,10,14
2003,york,pulpwood,cord,White Pine,6,1,16,59
2003,york,sawlogs,MBF,Ash,75,30,150,19
2003,york,sawlogs,MBF,Aspen/Poplar,32,30,78,9
2003,york,sawlogs,MBF,Beech,87,20,120,14
2003,york,sawlogs,MBF,Hemlock,51,15,130,51
2003,york,sawlogs,MBF,Mixed Hardwood,282,30,396,10
2003,york,sawlogs,MBF,Other Hardwood,79,30,575,10
2003,york,sawlogs,MBF,Red Oak,344,30,757,71
2003,york,sawlogs,MBF,Red Pine,126,20,200,19
2003,york,sawlogs,MBF,Red/White Maple,78,30,300,43
2003,york,sawlogs,MBF,Spruce & Fir,101,55,150,20
2003,york,sawlogs,MBF,Sugar Maple,208,35,635,27
2003,york,sawlogs,MBF,White Birch,156,30,386,31
2003,york,sawlogs,MBF,White Oak,425,20,600,17
2003,york,sawlogs,MBF,White Pine,179,15,405,110
2003,york,sawlogs,MBF,Yellow Birch,90,50,274,17
2003,york,veneer,MBF,Aspen/Poplar,115,100,125,6
2003,york,veneer,MBF,Red Oak,624,60,1150,34
2003,york,veneer,MBF,White Birch,688,514,764,4
2004,androscoggin,pulpwood,ton,Aspen/Poplar,8,4,17,15
2004,androscoggin,pulpwood,ton,Hemlock,4,1,11,24
2004,androscoggin,pulpwood,ton,Mixed Hardwood,4,1,10,39
2004,androscoggin,pulpwood,ton,Mixed Softwoods,3,1,5,6
2004,androscoggin,pulpwood,ton,White Pine,3,1,11,47
2004,androscoggin,sawlogs,MBF,Ash,83,50,125,10
2004,androscoggin,sawlogs,MBF,Hemlock,56,35,80,15
2004,androscoggin,sawlogs,MBF,Mixed Hardwood,319,80,523,12
2004,androscoggin,sawlogs,MBF,Other Hardwood,87,35,160,5
2004,androscoggin,sawlogs,MBF,Red Oak,361,35,780,36
2004,androscoggin,sawlogs,MBF,Red/White Maple,130,35,250,16
2004,androscoggin,sawlogs,MBF,Spruce & Fir,108,35,170,12
2004,androscoggin,sawlogs,MBF,Sugar Maple,294,50,421,10
2004,androscoggin,sawlogs,MBF,White Birch,160,48,475,14
2004,androscoggin,sawlogs,MBF,White Pine,214,25,348,67
2004,androscoggin,sawlogs,MBF,Yellow Birch,220,40,475,10
2004,androscoggin,veneer,MBF,Red Oak,772,300,1000,17
2004,aroostook,boltwood,MBF,Cedar,48,42,60,7
2004,aroostook,pulpwood,ton,Aspen/Poplar,11,1,25,88
2004,aroostook,pulpwood,ton,Cedar,16,5,21,25
2004,aroostook,pulpwood,ton,Hemlock,5,2,10,19
2004,aroostook,pulpwood,ton,Mixed Hardwood,5,2,15,81
2004,aroostook,pulpwood,ton,Mixed Soft/Hard Wood,9,4,9,4
2004,aroostook,pulpwood,ton,Mixed Softwoods,14,7,21,5
2004,aroostook,pulpwood,ton,Other Softwoods,9,6,11,8
2004,aroostook,pulpwood,ton,Spruce & Fir,18,6,31,60
2004,aroostook,pulpwood,ton,White Pine,4,0,6,5
2004,aroostook,sawlogs,MBF,Ash,160,70,196,10
2004,aroostook,sawlogs,MBF,Beech,32,25,103,7
2004,aroostook,sawlogs,MBF,Cedar,66,24,100,22
2004,aroostook,sawlogs,MBF,Hemlock,56,22,92,4
2004,aroostook,sawlogs,MBF,Mixed Hardwood,148,45,337,37
2004,aroostook,sawlogs,MBF,Other Softwoods,110,50,116,5
2004,aroostook,sawlogs,MBF,Red/White Maple,76,25,199,18
2004,aroostook,sawlogs,MBF,Spruce & Fir,132,40,190,52
2004,aroostook,sawlogs,MBF,Sugar Maple,163,85,410,19
2004,aroostook,sawlogs,MBF,White Birch,150,80,321,10
2004,aroostook,sawlogs,MBF,White Pine,167,43,203,15
2004,aroostook,sawlogs,MBF,Yellow Birch,156,85,279,17
2004,aroostook,veneer,MBF,White Birch,317,150,720,4
2004,aroostook,veneer,MBF,Yellow Birch,399,281,686,9
2004,cumberland,boltwood,MBF,White Birch,76,60,130,6
2004,cumberland,pulpwood,ton,Aspen/Poplar,8,2,15,19
2004,cumberland,pulpwood,ton,Hemlock,5,2,10,43
2004,cumberland,pulpwood,ton,Mixed Hardwood,8,2,10,72
2004,cumberland,pulpwood,ton,Mixed Softwoods,3,2,4,7
2004,cumberland,pulpwood,ton,Spruce & Fir,5,3,7,8
2004,cumberland,pulpwood,ton,White Pine,3,1,9,80
2004,cumberland,sawlogs,MBF,Ash,106,50,173,18
2004,cumberland,sawlogs,MBF,Beech,84,50,100,7
2004,cumberland,sawlogs,MBF,Hemlock,58,30,110,62
2004,cumberland,sawlogs,MBF,Mixed Hardwood,390,100,581,6
2004,cumberland,sawlogs,MBF,Other Hardwood,117,35,310,7
2004,cumberland,sawlogs,MBF,Other Softwoods,47,30,75,5
2004,cumberland,sawlogs,MBF,Red Oak,358,110,741,60
2004,cumberland,sawlogs,MBF,Red Pine,45,25,90,21
2004,cumberland,sawlogs,MBF,Red/White Maple,108,30,450,43
2004,cumberland,sawlogs,MBF,Spruce & Fir,122,30,150,32
2004,cumberland,sawlogs,MBF,Sugar Maple,236,28,475,22
2004,cumberland,sawlogs,MBF,White Birch,112,40,256,35
2004,cumberland,sawlogs,MBF,White Oak,157,35,425,20
2004,cumberland,sawlogs,MBF,White Pine,196,106,400,106
2004,cumberland,sawlogs,MBF,Yellow Birch,130,46,225,23
2004,cumberland,veneer,MBF,Red Oak,702,330,950,36
2004,franklin,boltwood,MBF,White Birch,116,60,180,17
2004,franklin,pulpwood,ton,Aspen/Poplar,11,4,22,35
2004,franklin,pulpwood,ton,Hemlock,6,3,13,17
2004,franklin,pulpwood,ton,Mixed Hardwood,7,1,11,62
2004,franklin,pulpwood,ton,Mixed Softwoods,8,1,13,11
2004,franklin,pulpwood,ton,Spruce & Fir,9,3,17,46
2004,franklin,pulpwood,ton,White Pine,7,2,13,40
2004,franklin,sawlogs,MBF,Ash,84,40,200,18
2004,franklin,sawlogs,MBF,Aspen/Poplar,85,30,155,12
2004,franklin,sawlogs,MBF,Hemlock,51,50,60,7
2004,franklin,sawlogs,MBF,Mixed Hardwood,164,30,250,14
2004,franklin,sawlogs,MBF,Other Hardwood,619,75,666,6
2004,franklin,sawlogs,MBF,Red Oak,300,70,780,11
2004,franklin,sawlogs,MBF,Red/White Maple,114,40,225,22
2004,franklin,sawlogs,MBF,Spruce & Fir,139,65,215,44
2004,franklin,sawlogs,MBF,Sugar Maple,230,100,550,27
2004,franklin,sawlogs,MBF,White Birch,151,40,250,22
2004,franklin,sawlogs,MBF,White Pine,161,70,450,54
2004,franklin,sawlogs,MBF,Yellow Birch,148,40,213,19
2004,franklin,veneer,MBF,Ash,149,108,373,5
2004,franklin,veneer,MBF,Sugar Maple,595,125,2000,10
2004,franklin,veneer,MBF,White Birch,346,150,690,9
2004,franklin,veneer,MBF,Yellow Birch,597,300,650,4
2004,hancock,boltwood,MBF,White Birch,133,60,197,10
2004,hancock,pulpwood,ton,Aspen/Poplar,8,4,16,13
2004,hancock,pulpwood,ton,Cedar,5,4,15,11
2004,hancock,pulpwood,ton,Hemlock,7,3,10,12
2004,hancock,pulpwood,ton,Mixed Hardwood,9,4,18,29
2004,hancock,pulpwood,ton,Spruce & Fir,15,2,27,53
2004,hancock,pulpwood,ton,White Pine,4,1,9,17
2004,hancock,sawlogs,MBF,Ash,135,53,199,8
2004,hancock,sawlogs,MBF,Aspen/Poplar,46,30,122,8
2004,hancock,sawlogs,MBF,Cedar,48,10,50,4
2004,hancock,sawlogs,MBF,Hemlock,79,20,97,6
2004,hancock,sawlogs,MBF,Mixed Hardwood,145,40,236,10
2004,hancock,sawlogs,MBF,Red Oak,258,35,350,11
2004,hancock,sawlogs,MBF,Red Pine,99,68,300,6
2004,hancock,sawlogs,MBF,Red/White Maple,162,45,187,10
2004,hancock,sawlogs,MBF,Spruce & Fir,141,4,206,47
2004,hancock,sawlogs,MBF,Sugar Maple,336,90,430,9
2004,hancock,sawlogs,MBF,White Birch,78,35,180,15
2004,hancock,sawlogs,MBF,White Pine,168,15,248,33
2004,hancock,sawlogs,MBF,Yellow Birch,253,87,361,11
2004,hancock,veneer,MBF,Red Oak,462,334,992,5
2004,hancock,veneer,MBF,White Birch,520,95,783,4
2004,kennebec,boltwood,MBF,White Birch,93,90,100,4
2004,kennebec,pulpwood,ton,Aspen/Poplar,12,3,21,32
2004,kennebec,pulpwood,ton,Hemlock,5,2,13,33
2004,kennebec,pulpwood,ton,Mixed Hardwood,6,1,12,60
2004,kennebec,pulpwood,ton,Mixed Soft/Hard Wood,2,2,5,4
2004,kennebec,pulpwood,ton,Mixed Softwoods,3,1,7,9
2004,kennebec,pulpwood,ton,Spruce & Fir,10,2,14,23
2004,kennebec,pulpwood,ton,White Pine,4,2,8,55
2004,kennebec,sawlogs,MBF,Ash,153,50,195,22
2004,kennebec,sawlogs,MBF,Aspen/Poplar,60,50,100,4
2004,kennebec,sawlogs,MBF,Hemlock,65,12,110,39
2004,kennebec,sawlogs,MBF,Mixed Hardwood,217,50,423,16
2004,kennebec,sawlogs,MBF,mixed soft/hard wood,165,60,215,4
2004,kennebec,sawlogs,MBF,Red Oak,409,75,625,33
2004,kennebec,sawlogs,MBF,Red Pine,69,25,90,7
2004,kennebec,sawlogs,MBF,Red/White Maple,114,68,170,11
2004,kennebec,sawlogs,MBF,Spruce & Fir,137,35,200,27
2004,kennebec,sawlogs,MBF,Sugar Maple,274,50,418,17
2004,kennebec,sawlogs,MBF,White Birch,115,20,297,21
2004,kennebec,sawlogs,MBF,White Pine,160,25,350,78
2004,kennebec,sawlogs,MBF,Yellow Birch,92,50,210,8
2004,kennebec,veneer,MBF,Aspen/Poplar,96,50,113,4
2004,kennebec,veneer,MBF,Red Oak,608,300,942,15
2004,kennebec,veneer,MBF,White Birch,473,275,570,4
2004,knox,boltwood,MBF,White Birch,105,60,120,4
2004,knox,pulpwood,ton,Aspen/Poplar,7,4,11,9
2004,knox,pulpwood,ton,Hemlock,4,3,9,12
2004,knox,pulpwood,ton,Mixed Hardwood,4,2,13,27
2004,knox,pulpwood,ton,Spruce & Fir,8,3,17,23
